Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
myosin_binder_rabbit_700to800_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347048-myosin_binder_rabbit_700to800_hotspot_0,13,2,-22.1 +/- 14.9,5,9.0 +/- 0.1,-54.6 +/- 4.5,-190.1 +/- 52.1,7.8 +/- 3.8,627.0 +/- 89.2,1849.7 +/- 112.6,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_0_cluster2.pdb
myosin_binder_rabbit_700to800_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347048-myosin_binder_rabbit_700to800_hotspot_0,14,3,-19.4 +/- 26.7,4,1.9 +/- 1.1,-50.4 +/- 4.8,-197.6 +/- 88.1,8.7 +/- 4.7,618.0 +/- 128.3,1775.8 +/- 143.8,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_0_cluster3.pdb
myosin_binder_rabbit_700to800_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347048-myosin_binder_rabbit_700to800_hotspot_0,16,4,-18.3 +/- 8.5,4,16.5 +/- 0.1,-50.5 +/- 2.1,-238.8 +/- 39.1,9.4 +/- 2.2,704.5 +/- 34.2,1524.2 +/- 78.6,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_0_cluster4.pdb
myosin_binder_rabbit_700to800_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347048-myosin_binder_rabbit_700to800_hotspot_0,3,5,-15.3 +/- 6.7,13,16.1 +/- 0.4,-31.9 +/- 5.4,-334.0 +/- 18.4,12.4 +/- 3.5,710.5 +/- 24.3,1592.9 +/- 132.9,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_0_cluster5.pdb
myosin_binder_rabbit_750to850_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347049-myosin_binder_rabbit_750to850_hotspot_0,3,0,-40.2 +/- 2.1,14,0.6 +/- 0.4,-57.3 +/- 4.1,-206.4 +/- 18.1,6.1 +/- 3.6,522.6 +/- 38.8,1899.9 +/- 37.8,-1.6,Failed to download
myosin_binder_rabbit_750to850_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347049-myosin_binder_rabbit_750to850_hotspot_0,2,1,-35.2 +/- 4.8,14,5.0 +/- 0.2,-52.9 +/- 7.0,-234.9 +/- 21.9,8.6 +/- 3.5,560.5 +/- 34.2,1833.7 +/- 49.0,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_0_cluster1.pdb
myosin_binder_rabbit_750to850_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347049-myosin_binder_rabbit_750to850_hotspot_0,4,2,-33.5 +/- 2.8,13,9.2 +/- 0.2,-54.2 +/- 6.4,-259.0 +/- 45.2,8.3 +/- 7.1,641.6 +/- 44.1,1880.5 +/- 120.4,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_0_cluster2.pdb
myosin_binder_rabbit_750to850_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347049-myosin_binder_rabbit_750to850_hotspot_0,13,3,-33.4 +/- 8.1,6,15.0 +/- 0.3,-36.7 +/- 3.7,-338.5 +/- 60.6,14.3 +/- 4.8,566.8 +/- 39.6,1813.5 +/- 182.9,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_0_cluster3.pdb
myosin_binder_rabbit_750to850_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347049-myosin_binder_rabbit_750to850_hotspot_0,8,4,-31.3 +/- 4.3,10,6.0 +/- 0.4,-60.4 +/- 9.8,-193.3 +/- 13.5,10.1 +/- 1.6,575.9 +/- 51.4,1902.1 +/- 123.6,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_0_cluster4.pdb
myosin_binder_rabbit_750to850_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347049-myosin_binder_rabbit_750to850_hotspot_0,7,5,-30.1 +/- 2.7,10,10.3 +/- 0.1,-53.6 +/- 11.7,-226.3 +/- 22.7,9.1 +/- 1.3,596.8 +/- 105.7,1769.8 +/- 57.2,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_0_cluster5.pdb
myosin_binder_rabbit_800to900_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347050-myosin_binder_rabbit_800to900_hotspot_0,6,0,-60.5 +/- 9.0,8,0.7 +/- 0.4,-55.7 +/- 5.6,-312.3 +/- 30.6,9.7 +/- 1.9,479.4 +/- 56.2,1838.9 +/- 119.1,-2.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_0_cluster0.pdb
myosin_binder_rabbit_800to900_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347050-myosin_binder_rabbit_800to900_hotspot_0,3,1,-47.2 +/- 8.0,9,8.5 +/- 0.0,-51.8 +/- 4.1,-268.2 +/- 20.5,10.9 +/- 2.4,473.4 +/- 77.6,1787.1 +/- 207.8,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_0_cluster1.pdb
myosin_binder_rabbit_800to900_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347050-myosin_binder_rabbit_800to900_hotspot_0,4,2,-39.4 +/- 4.0,9,15.9 +/- 0.0,-57.4 +/- 3.1,-236.0 +/- 35.8,8.4 +/- 4.6,568.0 +/- 72.1,1842.7 +/- 70.3,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_0_cluster2.pdb
myosin_binder_rabbit_800to900_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347050-myosin_binder_rabbit_800to900_hotspot_0,7,3,-34.3 +/- 8.7,7,13.6 +/- 0.0,-55.6 +/- 2.8,-199.6 +/- 26.1,5.2 +/- 2.2,559.8 +/- 43.9,1782.2 +/- 57.9,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_0_cluster3.pdb
myosin_binder_rabbit_800to900_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347050-myosin_binder_rabbit_800to900_hotspot_0,1,4,-31.5 +/- 3.6,27,4.2 +/- 0.3,-44.6 +/- 3.8,-196.2 +/- 20.6,5.1 +/- 1.4,473.1 +/- 61.5,1575.7 +/- 42.5,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_0_cluster4.pdb
myosin_binder_rabbit_800to900_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347050-myosin_binder_rabbit_800to900_hotspot_0,2,5,-29.9 +/- 4.7,24,9.1 +/- 0.1,-48.9 +/- 2.6,-199.1 +/- 26.1,3.5 +/- 1.9,553.1 +/- 45.1,1713.2 +/- 93.5,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_0_cluster5.pdb
myosin_binder_rabbit_850to950_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347051-myosin_binder_rabbit_850to950_hotspot_0,4,0,-46.1 +/- 5.7,17,10.4 +/- 0.1,-50.5 +/- 8.5,-245.5 +/- 4.9,-3.9 +/- 1.4,574.0 +/- 34.6,1870.8 +/- 68.8,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_0_cluster0.pdb
myosin_binder_rabbit_850to950_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347051-myosin_binder_rabbit_850to950_hotspot_0,7,1,-40.1 +/- 10.2,8,8.4 +/- 0.0,-51.4 +/- 5.0,-262.1 +/- 16.6,0.7 +/- 3.5,630.2 +/- 138.6,1728.0 +/- 61.0,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_0_cluster1.pdb
myosin_binder_rabbit_850to950_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347051-myosin_binder_rabbit_850to950_hotspot_0,10,2,-36.9 +/- 12.2,6,1.8 +/- 1.0,-51.7 +/- 3.3,-244.3 +/- 49.3,-1.6 +/- 1.1,652.4 +/- 76.9,1672.4 +/- 86.0,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_0_cluster2.pdb
myosin_binder_rabbit_850to950_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347051-myosin_binder_rabbit_850to950_hotspot_0,14,3,-34.7 +/- 12.3,4,13.7 +/- 0.0,-38.7 +/- 5.4,-332.9 +/- 28.1,3.3 +/- 1.0,672.4 +/- 33.6,1675.1 +/- 111.4,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_0_cluster3.pdb
myosin_binder_rabbit_850to950_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347051-myosin_binder_rabbit_850to950_hotspot_0,1,4,-33.7 +/- 8.8,30,15.8 +/- 0.3,-35.5 +/- 8.3,-260.6 +/- 37.9,-2.7 +/- 5.0,566.0 +/- 69.3,1473.2 +/- 28.1,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_0_cluster4.pdb
myosin_binder_rabbit_850to950_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347051-myosin_binder_rabbit_850to950_hotspot_0,6,5,-31.3 +/- 5.4,9,7.5 +/- 0.2,-41.6 +/- 8.5,-283.0 +/- 31.1,-1.3 +/- 3.8,682.7 +/- 56.5,1714.2 +/- 165.7,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_850to950_hotspot_0_cluster5.pdb
myosin_binder_rabbit_900to1000_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347052-myosin_binder_rabbit_900to1000_hotspot_0,1,0,-46.1 +/- 2.4,14,10.3 +/- 0.1,-43.0 +/- 9.6,-356.5 +/- 50.2,16.9 +/- 2.9,513.3 +/- 17.6,1898.5 +/- 76.8,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_0_cluster0.pdb
myosin_binder_rabbit_900to1000_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347052-myosin_binder_rabbit_900to1000_hotspot_0,12,1,-43.1 +/- 5.9,6,11.2 +/- 0.6,-37.2 +/- 6.3,-367.8 +/- 59.6,16.2 +/- 5.7,514.3 +/- 62.5,1814.5 +/- 51.3,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_0_cluster1.pdb
myosin_binder_rabbit_900to1000_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347052-myosin_binder_rabbit_900to1000_hotspot_0,4,2,-41.7 +/- 2.1,9,15.9 +/- 0.1,-42.0 +/- 7.1,-276.6 +/- 35.5,11.8 +/- 2.0,438.0 +/- 67.8,1777.9 +/- 95.6,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_0_cluster2.pdb
myosin_binder_rabbit_900to1000_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347052-myosin_binder_rabbit_900to1000_hotspot_0,3,3,-39.8 +/- 6.2,10,8.3 +/- 0.2,-42.5 +/- 7.9,-356.2 +/- 88.0,18.5 +/- 6.0,555.1 +/- 120.9,1921.2 +/- 32.0,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_0_cluster3.pdb
myosin_binder_rabbit_900to1000_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347052-myosin_binder_rabbit_900to1000_hotspot_0,14,4,-38.5 +/- 11.5,6,11.6 +/- 0.2,-32.5 +/- 5.4,-394.0 +/- 35.5,19.1 +/- 5.6,536.7 +/- 47.3,1727.3 +/- 89.0,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_0_cluster4.pdb
myosin_binder_rabbit_900to1000_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347052-myosin_binder_rabbit_900to1000_hotspot_0,10,5,-33.5 +/- 5.6,7,10.0 +/- 0.2,-40.7 +/- 11.7,-283.3 +/- 46.0,6.5 +/- 2.4,574.1 +/- 47.5,1661.7 +/- 149.5,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_900to1000_hotspot_0_cluster5.pdb
myosin_binder_rabbit_950to1050_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347053-myosin_binder_rabbit_950to1050_hotspot_0,7,0,-41.4 +/- 13.4,10,1.8 +/- 1.4,-51.5 +/- 2.5,-242.7 +/- 17.2,6.0 +/- 1.2,526.4 +/- 83.2,1832.1 +/- 84.7,-2.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_0_cluster0.pdb
myosin_binder_rabbit_950to1050_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347053-myosin_binder_rabbit_950to1050_hotspot_0,3,1,-34.8 +/- 4.3,12,8.7 +/- 0.0,-46.5 +/- 2.5,-263.5 +/- 5.1,7.9 +/- 1.9,565.0 +/- 45.9,1806.0 +/- 46.4,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_0_cluster1.pdb
myosin_binder_rabbit_950to1050_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347053-myosin_binder_rabbit_950to1050_hotspot_0,10,2,-28.8 +/- 16.5,6,13.5 +/- 0.0,-32.4 +/- 10.2,-331.1 +/- 38.0,13.7 +/- 2.7,561.3 +/- 54.9,1751.1 +/- 71.9,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_0_cluster2.pdb
myosin_binder_rabbit_950to1050_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347053-myosin_binder_rabbit_950to1050_hotspot_0,13,3,-26.6 +/- 13.4,5,6.0 +/- 0.3,-39.4 +/- 5.3,-295.7 +/- 31.2,10.1 +/- 2.1,619.2 +/- 122.1,1654.4 +/- 81.7,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_0_cluster3.pdb
myosin_binder_rabbit_950to1050_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347053-myosin_binder_rabbit_950to1050_hotspot_0,8,4,-25.1 +/- 18.1,7,10.8 +/- 0.7,-39.6 +/- 6.5,-307.8 +/- 65.5,8.0 +/- 1.9,679.8 +/- 77.3,1657.3 +/- 78.4,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_0_cluster4.pdb
myosin_binder_rabbit_950to1050_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347053-myosin_binder_rabbit_950to1050_hotspot_0,17,5,-23.8 +/- 8.9,4,15.7 +/- 0.1,-34.2 +/- 4.8,-300.0 +/- 28.1,12.4 +/- 5.4,579.3 +/- 49.5,1830.5 +/- 45.1,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_950to1050_hotspot_0_cluster5.pdb
myosin_binder_rabbit_1Kto1077_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347054-myosin_binder_rabbit_1Kto1077_hotspot_0,1,0,-41.9 +/- 10.3,24,0.9 +/- 0.8,-37.5 +/- 5.3,-328.2 +/- 35.3,6.0 +/- 3.3,551.9 +/- 94.0,1582.6 +/- 106.3,-1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_0_cluster0.pdb
myosin_binder_rabbit_1Kto1077_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347054-myosin_binder_rabbit_1Kto1077_hotspot_0,2,1,-39.9 +/- 2.6,18,16.7 +/- 0.1,-51.3 +/- 4.3,-285.9 +/- 44.4,9.2 +/- 1.8,593.7 +/- 63.4,1594.9 +/- 81.0,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_0_cluster1.pdb
myosin_binder_rabbit_1Kto1077_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347054-myosin_binder_rabbit_1Kto1077_hotspot_0,12,2,-39.1 +/- 8.3,5,9.2 +/- 0.4,-36.9 +/- 6.6,-326.2 +/- 63.3,12.4 +/- 2.4,506.0 +/- 74.5,1794.8 +/- 104.0,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_0_cluster2.pdb
myosin_binder_rabbit_1Kto1077_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347054-myosin_binder_rabbit_1Kto1077_hotspot_0,5,3,-35.7 +/- 10.2,10,14.8 +/- 0.0,-45.2 +/- 4.6,-302.1 +/- 37.0,8.0 +/- 2.5,619.9 +/- 63.4,1529.7 +/- 12.4,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_0_cluster3.pdb
myosin_binder_rabbit_1Kto1077_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347054-myosin_binder_rabbit_1Kto1077_hotspot_0,7,4,-35.1 +/- 6.3,8,14.0 +/- 0.6,-38.4 +/- 14.2,-331.3 +/- 58.7,18.3 +/- 4.7,512.5 +/- 31.1,1684.8 +/- 115.4,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_0_cluster4.pdb
myosin_binder_rabbit_1Kto1077_hotspot_0,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347054-myosin_binder_rabbit_1Kto1077_hotspot_0,15,5,-32.5 +/- 5.3,4,8.9 +/- 0.1,-33.1 +/- 5.8,-356.7 +/- 14.3,9.9 +/- 4.0,621.0 +/- 49.1,1643.7 +/- 88.5,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_1Kto1077_hotspot_0_cluster5.pdb
myosin_binder_2fxm_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347055-myosin_binder_2fxm_hotspot_1,1,0,-25.6 +/- 12.5,49,1.0 +/- 0.6,-62.6 +/- 11.1,-178.0 +/- 28.6,5.0 +/- 1.5,675.7 +/- 63.4,1799.2 +/- 41.6,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_1_cluster0.pdb
myosin_binder_2fxm_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347055-myosin_binder_2fxm_hotspot_1,6,1,-21.6 +/- 6.8,9,10.3 +/- 0.1,-54.8 +/- 4.5,-182.1 +/- 69.5,11.4 +/- 4.5,582.9 +/- 32.6,1733.4 +/- 54.0,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_1_cluster1.pdb
myosin_binder_2fxm_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347055-myosin_binder_2fxm_hotspot_1,11,2,-13.2 +/- 4.7,4,16.7 +/- 0.1,-39.7 +/- 2.7,-229.0 +/- 18.3,8.5 +/- 4.7,638.5 +/- 72.0,1637.4 +/- 53.7,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_1_cluster2.pdb
myosin_binder_2fxm_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347055-myosin_binder_2fxm_hotspot_1,2,3,-8.5 +/- 6.3,42,16.7 +/- 0.1,-53.8 +/- 6.2,-75.7 +/- 10.0,2.4 +/- 3.3,579.9 +/- 15.6,1602.7 +/- 59.6,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_1_cluster3.pdb
myosin_binder_2fxm_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347055-myosin_binder_2fxm_hotspot_1,7,4,-5.1 +/- 14.8,7,3.6 +/- 0.4,-33.7 +/- 7.9,-229.9 +/- 35.8,6.6 +/- 3.0,679.9 +/- 43.4,1372.4 +/- 49.6,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_1_cluster4.pdb
myosin_binder_2fxm_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347055-myosin_binder_2fxm_hotspot_1,4,5,-4.7 +/- 7.0,10,13.3 +/- 0.1,-48.9 +/- 9.0,-162.5 +/- 74.4,8.4 +/- 6.0,683.1 +/- 17.8,1685.5 +/- 127.9,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxm_hotspot_1_cluster5.pdb
myosin_binder_2fxo_1_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347069-myosin_binder_2fxo_1_hotspot_1,1,0,-7.9 +/- 4.6,36,10.0 +/- 0.1,-51.3 +/- 4.4,-178.3 +/- 30.0,11.1 +/- 3.3,679.0 +/- 54.1,1748.4 +/- 50.2,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_1_cluster0.pdb
myosin_binder_2fxo_1_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347069-myosin_binder_2fxo_1_hotspot_1,3,1,-6.8 +/- 12.0,15,1.0 +/- 0.7,-55.5 +/- 4.9,-165.7 +/- 29.4,5.9 +/- 3.9,759.7 +/- 116.3,1660.8 +/- 29.0,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_1_cluster1.pdb
myosin_binder_2fxo_1_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347069-myosin_binder_2fxo_1_hotspot_1,11,2,-2.6 +/- 5.2,4,16.0 +/- 0.1,-30.7 +/- 3.3,-335.4 +/- 8.4,19.9 +/- 3.0,752.8 +/- 61.1,1712.5 +/- 59.1,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_1_cluster2.pdb
myosin_binder_2fxo_1_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347069-myosin_binder_2fxo_1_hotspot_1,2,3,9.8 +/- 2.3,30,12.8 +/- 0.2,-41.9 +/- 8.1,-156.2 +/- 36.2,7.3 +/- 1.1,756.3 +/- 33.0,1551.3 +/- 123.3,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_1_cluster3.pdb
myosin_binder_2fxo_1_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347069-myosin_binder_2fxo_1_hotspot_1,10,4,14.1 +/- 18.5,4,2.3 +/- 0.1,-39.8 +/- 8.2,-216.6 +/- 97.2,6.3 +/- 4.4,908.7 +/- 86.2,1575.5 +/- 83.3,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_1_cluster4.pdb
myosin_binder_2fxo_1_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347069-myosin_binder_2fxo_1_hotspot_1,5,5,16.6 +/- 1.8,9,13.1 +/- 0.1,-39.7 +/- 5.2,-164.8 +/- 26.1,3.4 +/- 1.7,859.0 +/- 31.9,1534.8 +/- 28.0,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_1_hotspot_1_cluster5.pdb
myosin_binder_2fxo_2_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347070-myosin_binder_2fxo_2_hotspot_1,4,0,-11.2 +/- 4.4,14,10.9 +/- 0.1,-61.8 +/- 3.8,-165.9 +/- 33.3,8.7 +/- 2.6,750.8 +/- 63.3,1784.9 +/- 15.8,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_2fxo_2_hotspot_1_cluster0.pdb
