Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
MyoHead_0_N100D_A102R,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385806-MyoHead_0_N100D_A102R,1,0,-98.7 +/- 5.0,67,0.5 +/- 0.3,-99.7 +/- 8.0,-306.2 +/- 28.4,25.5 +/- 3.5,367.7 +/- 40.8,2166.5 +/- 65.0,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102R_cluster0.pdb
MyoHead_0_N100D_A102R,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385806-MyoHead_0_N100D_A102R,5,1,-87.2 +/- 5.0,8,5.6 +/- 0.1,-94.0 +/- 2.7,-252.8 +/- 15.4,19.2 +/- 2.2,381.7 +/- 41.4,2236.5 +/- 49.4,-0.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102R_cluster1.pdb
MyoHead_0_N100D_A102R,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385806-MyoHead_0_N100D_A102R,2,2,-78.4 +/- 4.0,60,4.6 +/- 0.8,-79.5 +/- 4.9,-256.8 +/- 43.8,21.0 +/- 4.0,314.4 +/- 51.2,1950.3 +/- 40.4,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102R_cluster2.pdb
MyoHead_0_N100D_A102R,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385806-MyoHead_0_N100D_A102R,3,3,-75.5 +/- 12.7,17,5.6 +/- 0.1,-86.1 +/- 5.5,-240.3 +/- 33.1,22.2 +/- 1.4,364.4 +/- 50.1,2010.3 +/- 51.9,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102R_cluster3.pdb
MyoHead_0_N100D_A102R,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385806-MyoHead_0_N100D_A102R,4,4,-69.8 +/- 5.3,11,8.3 +/- 0.4,-86.5 +/- 4.4,-192.1 +/- 17.2,17.6 +/- 4.4,374.9 +/- 31.4,2136.4 +/- 85.8,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102R_cluster4.pdb
MyoHead_0_N100D_A102R,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385806-MyoHead_0_N100D_A102R,6,5,-27.9 +/- 12.0,7,9.0 +/- 0.1,-69.6 +/- 5.6,-132.3 +/- 15.7,17.8 +/- 4.2,503.5 +/- 58.9,1955.2 +/- 83.2,2.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102R_cluster5.pdb
MyoHead_0_A102I_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385807-MyoHead_0_A102I_L114M,1,0,-96.7 +/- 4.6,85,4.0 +/- 0.3,-90.1 +/- 6.7,-253.9 +/- 21.2,17.8 +/- 8.4,264.3 +/- 36.8,2129.0 +/- 107.0,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L114M_cluster0.pdb
MyoHead_0_A102I_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385807-MyoHead_0_A102I_L114M,3,1,-93.5 +/- 4.4,19,5.3 +/- 0.1,-87.8 +/- 5.7,-264.6 +/- 24.1,12.5 +/- 3.5,347.2 +/- 65.5,2058.6 +/- 112.7,-1.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L114M_cluster1.pdb
MyoHead_0_A102I_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385807-MyoHead_0_A102I_L114M,2,2,-76.3 +/- 6.3,25,5.6 +/- 0.5,-76.0 +/- 6.9,-186.3 +/- 26.4,13.4 +/- 5.2,235.6 +/- 28.5,1968.6 +/- 113.7,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L114M_cluster2.pdb
MyoHead_0_A102I_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385807-MyoHead_0_A102I_L114M,6,3,-72.2 +/- 10.7,6,8.2 +/- 0.1,-80.0 +/- 5.0,-223.0 +/- 31.0,13.8 +/- 1.3,387.1 +/- 98.4,1980.6 +/- 51.9,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L114M_cluster3.pdb
MyoHead_0_A102I_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385807-MyoHead_0_A102I_L114M,5,4,-71.5 +/- 10.9,13,7.4 +/- 0.0,-73.4 +/- 5.6,-213.6 +/- 26.8,4.4 +/- 4.4,402.0 +/- 46.3,2004.1 +/- 87.7,0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L114M_cluster4.pdb
MyoHead_0_A102I_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385807-MyoHead_0_A102I_L114M,4,5,-60.6 +/- 3.9,14,5.1 +/- 0.4,-80.2 +/- 7.5,-140.7 +/- 38.1,14.6 +/- 5.0,332.2 +/- 26.4,2017.1 +/- 133.7,1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102I_L114M_cluster5.pdb
MyoHead_0_L96A_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385808-MyoHead_0_L96A_A102H,1,0,-106.9 +/- 5.4,64,0.3 +/- 0.2,-100.5 +/- 6.3,-284.1 +/- 22.9,16.7 +/- 3.2,337.4 +/- 66.5,2241.0 +/- 90.9,-1.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_A102H_cluster0.pdb
MyoHead_0_L96A_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385808-MyoHead_0_L96A_A102H,6,1,-88.7 +/- 7.7,6,7.6 +/- 0.0,-98.8 +/- 0.5,-189.4 +/- 29.6,13.9 +/- 2.2,341.1 +/- 64.2,2249.0 +/- 28.9,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_A102H_cluster1.pdb
MyoHead_0_L96A_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385808-MyoHead_0_L96A_A102H,2,2,-75.9 +/- 2.7,57,3.1 +/- 0.0,-83.6 +/- 7.8,-182.4 +/- 27.0,11.4 +/- 1.9,327.4 +/- 56.8,1985.8 +/- 74.5,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_A102H_cluster2.pdb
MyoHead_0_L96A_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385808-MyoHead_0_L96A_A102H,3,3,-71.6 +/- 2.1,13,6.1 +/- 0.0,-86.1 +/- 5.1,-119.5 +/- 11.0,7.2 +/- 2.6,312.0 +/- 31.4,2127.9 +/- 74.1,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_A102H_cluster3.pdb
MyoHead_0_L96A_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385808-MyoHead_0_L96A_A102H,4,4,-65.8 +/- 4.7,11,7.7 +/- 0.1,-75.5 +/- 3.6,-251.6 +/- 27.4,16.1 +/- 2.3,439.0 +/- 17.5,1929.8 +/- 46.6,0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_A102H_cluster4.pdb
MyoHead_0_L96A_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385808-MyoHead_0_L96A_A102H,7,5,-58.2 +/- 6.9,5,3.3 +/- 0.1,-70.5 +/- 3.3,-174.5 +/- 12.1,6.9 +/- 3.8,403.1 +/- 27.3,1798.6 +/- 43.2,0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_L96A_A102H_cluster5.pdb
MyoHead_0_N100D_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385809-MyoHead_0_N100D_A102H,1,0,-93.3 +/- 4.1,101,1.2 +/- 0.7,-91.2 +/- 6.0,-288.1 +/- 42.9,21.2 +/- 6.9,342.6 +/- 42.7,2196.1 +/- 57.6,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102H_cluster0.pdb
MyoHead_0_N100D_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385809-MyoHead_0_N100D_A102H,5,1,-73.5 +/- 3.3,9,3.5 +/- 0.6,-81.1 +/- 5.0,-222.1 +/- 25.6,13.8 +/- 0.8,381.9 +/- 15.4,1994.3 +/- 71.8,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102H_cluster1.pdb
MyoHead_0_N100D_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385809-MyoHead_0_N100D_A102H,3,2,-72.3 +/- 9.1,13,5.8 +/- 0.3,-80.5 +/- 5.1,-180.3 +/- 41.1,14.3 +/- 1.1,298.5 +/- 60.5,1961.1 +/- 97.0,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102H_cluster2.pdb
MyoHead_0_N100D_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385809-MyoHead_0_N100D_A102H,2,3,-71.5 +/- 6.3,25,8.0 +/- 0.0,-88.9 +/- 2.9,-206.0 +/- 26.1,17.2 +/- 1.1,414.5 +/- 22.2,2084.6 +/- 52.4,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102H_cluster3.pdb
MyoHead_0_N100D_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385809-MyoHead_0_N100D_A102H,4,4,-59.5 +/- 7.1,10,4.0 +/- 0.2,-72.5 +/- 9.6,-149.8 +/- 42.3,10.8 +/- 3.0,321.6 +/- 27.8,2023.2 +/- 161.3,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102H_cluster4.pdb
MyoHead_0_N100D_A102H,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385809-MyoHead_0_N100D_A102H,7,5,-42.7 +/- 8.9,4,7.8 +/- 0.2,-66.7 +/- 2.9,-152.0 +/- 60.0,13.4 +/- 3.7,410.4 +/- 31.1,1856.0 +/- 35.9,1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102H_cluster5.pdb
MyoHead_0_A102R_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385810-MyoHead_0_A102R_L114M,1,0,-112.2 +/- 5.9,130,0.5 +/- 0.3,-95.3 +/- 3.5,-285.5 +/- 26.5,14.9 +/- 3.7,253.5 +/- 34.7,2338.3 +/- 90.1,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L114M_cluster0.pdb
MyoHead_0_A102R_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385810-MyoHead_0_A102R_L114M,3,1,-98.2 +/- 7.7,7,5.6 +/- 0.3,-103.3 +/- 8.1,-251.8 +/- 26.9,24.3 +/- 3.8,311.5 +/- 26.8,2342.2 +/- 92.5,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L114M_cluster1.pdb
MyoHead_0_A102R_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385810-MyoHead_0_A102R_L114M,2,2,-95.2 +/- 2.5,32,3.2 +/- 0.1,-88.6 +/- 4.4,-285.7 +/- 25.2,24.3 +/- 4.2,262.1 +/- 16.2,2170.1 +/- 34.5,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L114M_cluster2.pdb
MyoHead_0_A102R_L114M,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385810-MyoHead_0_A102R_L114M,4,3,-60.7 +/- 18.1,5,8.1 +/- 0.1,-70.4 +/- 6.4,-197.4 +/- 58.5,13.7 +/- 3.3,354.7 +/- 49.8,1866.4 +/- 129.9,1.6,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_A102R_L114M_cluster3.pdb
MyoHead_0_N100D_A102I,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385811-MyoHead_0_N100D_A102I,2,0,-96.2 +/- 3.9,52,5.8 +/- 0.5,-89.2 +/- 2.8,-288.9 +/- 36.5,20.3 +/- 5.5,304.2 +/- 106.3,2209.7 +/- 62.8,-2.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102I_cluster0.pdb
MyoHead_0_N100D_A102I,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385811-MyoHead_0_N100D_A102I,1,1,-75.3 +/- 2.7,85,7.1 +/- 0.0,-79.8 +/- 5.6,-187.8 +/- 17.9,13.3 +/- 2.6,287.1 +/- 29.2,2085.4 +/- 51.3,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102I_cluster1.pdb
MyoHead_0_N100D_A102I,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385811-MyoHead_0_N100D_A102I,4,2,-63.2 +/- 3.9,11,7.0 +/- 0.0,-83.3 +/- 6.1,-186.6 +/- 15.3,15.9 +/- 0.9,415.0 +/- 59.5,2105.6 +/- 139.7,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102I_cluster2.pdb
MyoHead_0_N100D_A102I,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385811-MyoHead_0_N100D_A102I,3,3,-62.9 +/- 12.1,11,2.3 +/- 0.4,-83.4 +/- 9.1,-184.1 +/- 41.3,21.8 +/- 1.7,355.8 +/- 62.2,2044.2 +/- 156.4,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102I_cluster3.pdb
MyoHead_0_N100D_A102I,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385811-MyoHead_0_N100D_A102I,5,4,-55.7 +/- 8.1,5,6.3 +/- 0.4,-69.6 +/- 8.8,-148.3 +/- 35.9,7.4 +/- 5.3,362.2 +/- 84.9,1997.1 +/- 128.3,0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102I_cluster4.pdb
MyoHead_0_N100D_A102I,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385811-MyoHead_0_N100D_A102I,6,5,-52.6 +/- 8.1,4,6.9 +/- 0.4,-69.3 +/- 3.3,-214.3 +/- 24.8,13.4 +/- 2.9,461.3 +/- 53.5,1898.7 +/- 125.8,1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_A102I_cluster5.pdb
MyoHead_0_N100D_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385812-MyoHead_0_N100D_L96A,1,0,-101.0 +/- 3.4,68,0.3 +/- 0.2,-100.0 +/- 2.2,-267.7 +/- 19.8,16.3 +/- 4.7,361.9 +/- 61.1,2180.9 +/- 61.4,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L96A_cluster0.pdb
MyoHead_0_N100D_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385812-MyoHead_0_N100D_L96A,4,1,-80.7 +/- 12.2,8,3.2 +/- 0.0,-79.1 +/- 4.1,-228.1 +/- 46.8,15.7 +/- 5.2,283.5 +/- 61.5,2008.0 +/- 121.6,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L96A_cluster1.pdb
MyoHead_0_N100D_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385812-MyoHead_0_N100D_L96A,7,2,-78.4 +/- 17.6,5,5.1 +/- 0.3,-86.9 +/- 8.7,-222.9 +/- 63.5,23.0 +/- 3.7,301.2 +/- 35.2,2181.1 +/- 202.3,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L96A_cluster2.pdb
MyoHead_0_N100D_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385812-MyoHead_0_N100D_L96A,2,3,-73.9 +/- 5.1,54,3.2 +/- 0.1,-75.7 +/- 3.7,-180.5 +/- 2.5,12.0 +/- 3.0,259.1 +/- 45.3,2012.6 +/- 50.6,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L96A_cluster3.pdb
MyoHead_0_N100D_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385812-MyoHead_0_N100D_L96A,3,4,-66.2 +/- 9.7,8,8.8 +/- 0.1,-87.4 +/- 5.1,-155.2 +/- 57.4,18.2 +/- 2.2,341.1 +/- 37.8,2210.8 +/- 51.3,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L96A_cluster4.pdb
MyoHead_0_N100D_L96A,https://rascar.science.uu.nl/haddock2.4/result/6886575225/385812-MyoHead_0_N100D_L96A,10,5,-51.9 +/- 8.2,4,2.8 +/- 0.1,-72.1 +/- 6.6,-173.4 +/- 17.6,14.4 +/- 4.9,405.1 +/- 35.8,1984.7 +/- 70.9,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_llm_refinement/Haddock_results/MyoHead_0_N100D_L96A_cluster5.pdb
