,Word,Frequency,POS
46009,pascal,2,Adjective
46010,cosmological,2,Adjective
46011,stimulated,2,Adjective
46012,five-elements,2,Adjective
46013,yin-yang,2,Adjective
46014,axial,2,Adjective
46015,unchristian,2,Adjective
46016,refreshment,2,Adjective
46017,talent,2,Adjective
46018,outline,2,Adjective
46019,participating,2,Adjective
46020,aflame,2,Adjective
46021,aroused,2,Adjective
46022,weigel,2,Adjective
46023,puerto,2,Adjective
46024,fallible,2,Adjective
46025,non-political,2,Adjective
46026,toynbee,2,Adjective
46027,dehumanised,2,Adjective
46028,misshapen,2,Adjective
46029,mankind,2,Adjective
46030,tagged,2,Adjective
46031,negroes,2,Adjective
46032,segregationist,2,Adjective
46033,connecticut,2,Adjective
46034,bill,2,Adjective
46035,uranium,2,Adjective
46036,whirling,2,Adjective
46037,predetermined,2,Adjective
46038,point,2,Adjective
46039,hopkinsian,2,Adjective
46040,lane,2,Adjective
46041,awesome,2,Adjective
46042,superhuman,2,Adjective
46043,cognitive,2,Adjective
46044,mealtime,2,Adjective
46045,worshipful,2,Adjective
46046,sanctimonious,2,Adjective
46047,fidel,2,Adjective
46048,super-set,2,Adjective
46049,pumped-up,2,Adjective
46050,lateral,2,Adjective
46051,henri,2,Adjective
46052,high-rep,2,Adjective
46053,wobble,2,Adjective
46054,pansy,2,Adjective
46055,unimproved,2,Adjective
46056,pulverized,2,Adjective
46057,avocados,2,Adjective
46058,nutritious,2,Adjective
46059,unsaturated,2,Adjective
46060,missile,2,Adjective
46061,"3,000-foot",2,Adjective
46062,master,2,Adjective
46063,pianist,2,Adjective
46064,victor,2,Adjective
46065,unimaginative,2,Adjective
46066,engineers,2,Adjective
46067,allegro,2,Adjective
46068,harvey,2,Adjective
46069,phenomenal,2,Adjective
46070,water,2,Adjective
46071,ungoverned,2,Adjective
46072,subsidized,2,Adjective
46073,ever-increasing,2,Adjective
46074,wedge-shaped,2,Adjective
46075,5-3/4',2,Adjective
46076,3-3/4',2,Adjective
46077,roundhead,2,Adjective
46078,draw-file,2,Adjective
46079,1-1/4',2,Adjective
46080,mathematician,2,Adjective
46081,grammar,2,Adjective
46082,graduated,2,Adjective
46083,speed,2,Adjective
46084,axle,2,Adjective
46085,upstanding,2,Adjective
46086,colt,2,Adjective
46087,dream-miss,2,Adjective
46088,last-named,2,Adjective
46089,gene-princess,2,Adjective
46090,meadow,2,Adjective
46091,2:30-:34.3,2,Adjective
46092,2:30.3-:36.1,2,Adjective
46093,beauty,2,Adjective
46094,240-grain,2,Adjective
46095,6-1/2,2,Adjective
46096,small-game,2,Adjective
46097,fn,2,Adjective
46098,well-made,2,Adjective
46099,magnum,2,Adjective
46100,travel,2,Adjective
46101,top-tang,2,Adjective
46102,lever-action,2,Adjective
46103,21-inch,2,Adjective
46104,12-1/2-inch,2,Adjective
46105,southward,2,Adjective
46106,franciscan,2,Adjective
46107,botanical,2,Adjective
46108,oyster,2,Adjective
46109,matchless,2,Adjective
46110,cooked,2,Adjective
46111,hard-boiled,2,Adjective
46112,checked,2,Adjective
46113,furrowed,2,Adjective
46114,boiled,2,Adjective
46115,peeled,2,Adjective
46116,six-foot,2,Adjective
46117,pinch,2,Adjective
46118,photogenic,2,Adjective
46119,yorktown,2,Adjective
46120,18th,2,Adjective
46121,wyatt,2,Adjective
46122,ex-president,2,Adjective
46123,pan,2,Adjective
46124,justinian,2,Adjective
46125,sitting,2,Adjective
46126,sear,2,Adjective
46127,a-1,2,Adjective
46128,skinless,2,Adjective
46129,horse-radish,2,Adjective
46130,cocktail,2,Adjective
46131,tasty,2,Adjective
46132,con,2,Adjective
46133,combine,2,Adjective
46134,one-stroke,2,Adjective
46135,pliable,2,Adjective
46136,unfired,2,Adjective
46137,manufacturer,2,Adjective
46138,buff,2,Adjective
46139,push,2,Adjective
46140,napkin,2,Adjective
46141,thread,2,Adjective
46142,5-foot,2,Adjective
46143,fiberglas,2,Adjective
46144,13/16-inch,2,Adjective
46145,3/8-inch,2,Adjective
46146,resin-saturated,2,Adjective
46147,42-inch,2,Adjective
46148,rough-sanded,2,Adjective
46149,five-gallon,2,Adjective
46150,bottled,2,Adjective
46151,informative,2,Adjective
46152,weatherproof,2,Adjective
46153,1/8-inch,2,Adjective
46154,set-up,2,Adjective
46155,quill,2,Adjective
46156,raised,2,Adjective
46157,adjustable,2,Adjective
46158,hon'ble,2,Adjective
46159,fayette,2,Adjective
46160,buggy,2,Adjective
46161,unrewarding,2,Adjective
46162,patented,2,Adjective
46163,8-inch,2,Adjective
46164,6-inch,2,Adjective
46165,regularly,2,Adjective
46166,prefabricated,2,Adjective
46167,glass-fiber,2,Adjective
46168,oversize,2,Adjective
46169,well-designed,2,Adjective
46170,light-colored,2,Adjective
46171,useable,2,Adjective
46172,well-trained,2,Adjective
46173,tongue-in-cheek,2,Adjective
46174,life-long,2,Adjective
46175,laissez-faire,2,Adjective
46176,fascist,2,Adjective
46177,harmonic,2,Adjective
46178,figured,2,Adjective
46179,stravinsky,2,Adjective
46180,terra,2,Adjective
46181,patterned,2,Adjective
46182,davy,2,Adjective
46183,vicarious,2,Adjective
46184,march,2,Adjective
46185,apparatus,2,Adjective
46186,fatigue,2,Adjective
46187,landing,2,Adjective
46188,thrilling,2,Adjective
46189,audio,2,Adjective
46190,tomorrow,2,Adjective
46191,synchronous,2,Adjective
46192,gastrointestinal,2,Adjective
46193,epoxy,2,Adjective
46194,90-degree,2,Adjective
46195,slender,2,Adjective
46196,pharmaceutical,2,Adjective
46197,galvanic,2,Adjective
46198,cause-and-effect,2,Adjective
46199,unimpressive,2,Adjective
46200,additive,2,Adjective
46201,anti-infective,2,Adjective
46202,feed-lot,2,Adjective
46203,metabolic,2,Adjective
46204,low-moisture,2,Adjective
46205,2-5,2,Adjective
46206,all-weather,2,Adjective
46207,discretionary,2,Adjective
46208,high-quality,2,Adjective
46209,curricular,2,Adjective
46210,costume,2,Adjective
46211,cents-per-hour,2,Adjective
46212,midweek,2,Adjective
46213,second-,2,Adjective
46214,utilizing,2,Adjective
46215,unneeded,2,Adjective
46216,insured,2,Adjective
46217,worker,2,Adjective
46218,non-contributory,2,Adjective
46219,ever-growing,2,Adjective
46220,status-conscious,2,Adjective
46221,prestige,2,Adjective
46222,supervisory,2,Adjective
46223,individual-contributor,2,Adjective
46224,switchgear,2,Adjective
46225,first-level,2,Adjective
46226,satellite,2,Adjective
46227,engineering-management,2,Adjective
46228,divisional,2,Adjective
46229,dutchess,2,Adjective
46230,otis,2,Adjective
46231,styrene,2,Adjective
46232,vacuum-formed,2,Adjective
46233,mylar,2,Adjective
46234,translucent,2,Adjective
46235,weather-resistant,2,Adjective
46236,tenite,2,Adjective
46237,on-site,2,Adjective
46238,nlrda,2,Adjective
46239,mechanized,2,Adjective
46240,wasted,2,Adjective
46241,atop,2,Adjective
46242,6-passenger,2,Adjective
46243,chauffeur-driven,2,Adjective
46244,7-passenger,2,Adjective
46245,english-speaking,2,Adjective
46246,real-life,2,Adjective
46247,oversoft,2,Adjective
46248,prescribed,2,Adjective
46249,phenomena,2,Adjective
46250,facial,2,Adjective
46251,well-adjusted,2,Adjective
46252,high-powered,2,Adjective
46253,rehearsed,2,Adjective
46254,non-verbal,2,Adjective
46255,pedantic,2,Adjective
46256,congruent,2,Adjective
46257,axis,2,Adjective
46258,inhumane,2,Adjective
46259,noncommittal,2,Adjective
46260,porto,2,Adjective
46261,tinsel,2,Adjective
46262,hundred-odd,2,Adjective
46263,freud,2,Adjective
46264,life-like,2,Adjective
46265,treasure,2,Adjective
46266,farming,2,Adjective
46267,prevent,2,Adjective
46268,northfield,2,Adjective
46269,ruptured,2,Adjective
46270,cloudburst,2,Adjective
46271,flying,2,Adjective
46272,towne,2,Adjective
46273,wind,2,Adjective
46274,old-style,2,Adjective
46275,powdery,2,Adjective
46276,procreative,2,Adjective
46277,hive,2,Adjective
46278,poem,2,Adjective
46279,deep-seated,2,Adjective
46280,self-centered,2,Adjective
46281,accumulated,2,Adjective
46282,pornographic,2,Adjective
46283,self-assertive,2,Adjective
46284,domineering,2,Adjective
46285,shrewish,2,Adjective
46286,homosexual,2,Adjective
46287,20-year-old,2,Adjective
46288,assertive,2,Adjective
46289,farouk,2,Adjective
46290,neon-lit,2,Adjective
46291,supposedly,2,Adjective
46292,diseased,2,Adjective
46293,fda,2,Adjective
46294,fraud,2,Adjective
46295,diabetic,2,Adjective
46296,overdeveloped,2,Adjective
46297,susie,2,Adjective
46298,owner,2,Adjective
46299,gruesome,2,Adjective
46300,ss,2,Adjective
46301,repentant,2,Adjective
46302,anti-semite,2,Adjective
46303,non-party,2,Adjective
46304,reich,2,Adjective
46305,ice-filled,2,Adjective
46306,juet,2,Adjective
46307,northerly,2,Adjective
46308,fall-in,2,Adjective
46309,close-up,2,Adjective
46310,stuck-up,2,Adjective
46311,artillery,2,Adjective
46312,spanish-american,2,Adjective
46313,teutonic,2,Adjective
46314,hawthorne,2,Adjective
46315,testimonial,2,Adjective
46316,unhurt,2,Adjective
46317,torrio-capone,2,Adjective
46318,volcanic,2,Adjective
46319,hilo,2,Adjective
46320,troop,2,Adjective
46321,naktong,2,Adjective
46322,goulding,2,Adjective
46323,approachable,2,Adjective
46324,kremlin,2,Adjective
46325,ten-gallon,2,Adjective
46326,nineteen-year-old,2,Adjective
46327,non-jewish,2,Adjective
46328,foppish,2,Adjective
46329,unsalted,2,Adjective
46330,epsom,2,Adjective
46331,vinegar,2,Adjective
46332,glutinous,2,Adjective
46333,gummy,2,Adjective
46334,veracious,2,Adjective
46335,abysmal,2,Adjective
46336,proven,2,Adjective
46337,fifty-five,2,Adjective
46338,tug-of-war,2,Adjective
46339,longer-lived,2,Adjective
46340,fifty-two,2,Adjective
46341,giffen,2,Adjective
46342,philanthropic,2,Adjective
46343,inveterate,2,Adjective
46344,discussed,2,Adjective
46345,outraged,2,Adjective
46346,plain-spoken,2,Adjective
46347,udall,2,Adjective
46348,confront,2,Adjective
46349,dickey,2,Adjective
46350,intercollegiate,2,Adjective
46351,produced,2,Adjective
46352,near-by,2,Adjective
46353,decorous,2,Adjective
46354,twenty-nine,2,Adjective
46355,unannounced,2,Adjective
46356,sophia,2,Adjective
46357,tool-and-die,2,Adjective
46358,reputed,2,Adjective
46359,undergoing,2,Adjective
46360,oil-bearing,2,Adjective
46361,poppy,2,Adjective
46362,nondrying,2,Adjective
46363,starchy,2,Adjective
46364,water-soluble,2,Adjective
46365,sweet-smelling,2,Adjective
46366,bead,2,Adjective
46367,include,2,Adjective
46368,prayin,2,Adjective
46369,injun,2,Adjective
46370,range,2,Adjective
46371,motley,2,Adjective
46372,full-grown,2,Adjective
46373,spit,2,Adjective
46374,interdenominational,2,Adjective
46375,personalized,2,Adjective
46376,trite,2,Adjective
46377,payday,2,Adjective
46378,nickname,2,Adjective
46379,illicit,2,Adjective
46380,trifling,2,Adjective
46381,erikson,2,Adjective
46382,perspective,2,Adjective
46383,self-certainty,2,Adjective
46384,rancorous,2,Adjective
46385,discourteous,2,Adjective
46386,a.l.a.m.,2,Adjective
46387,disputed,2,Adjective
46388,first-hand,2,Adjective
46389,cropped,2,Adjective
46390,titian,2,Adjective
46391,farnese,2,Adjective
46392,sant,2,Adjective
46393,unnerving,2,Adjective
46394,inept,2,Adjective
46395,sometimes,2,Adjective
46396,emerging,2,Adjective
46397,lower-status,2,Adjective
46398,folksy,2,Adjective
46399,like-minded,2,Adjective
46400,self-defeating,2,Adjective
46401,parsimonious,2,Adjective
46402,embassy,2,Adjective
46403,unrelenting,2,Adjective
46404,treasonous,2,Adjective
46405,unheard-of,2,Adjective
46406,menshikov,2,Adjective
46407,unbound,2,Adjective
46408,train,2,Adjective
46409,uno,2,Adjective
46410,pre-civil,2,Adjective
46411,mennonite,2,Adjective
46412,uncooperative,2,Adjective
46413,unpatriotic,2,Adjective
46414,belligerent,2,Adjective
46415,anarchical,2,Adjective
46416,polaris,2,Adjective
46417,preprepared,2,Adjective
46418,thirty-nine,2,Adjective
46419,forty-three,2,Adjective
46420,statuary,2,Adjective
46421,wispy,2,Adjective
46422,cosmetic,2,Adjective
46423,palestine,2,Adjective
46424,mahler,2,Adjective
46425,poussin,2,Adjective
46426,aaron,2,Adjective
46427,forty-two,2,Adjective
46428,jacksonian,2,Adjective
46429,penn,2,Adjective
46430,post-bellum,2,Adjective
46431,entrenched,2,Adjective
46432,sixty-two,2,Adjective
46433,yoknapatawpha,2,Adjective
46434,diaphanous,2,Adjective
46435,projective,2,Adjective
46436,impelled,2,Adjective
46437,sideways,2,Adjective
46438,pervading,2,Adjective
46439,newtonian,2,Adjective
46440,unwitting,2,Adjective
46441,parental,2,Adjective
46442,create,2,Adjective
46443,unexplainable,2,Adjective
46444,orgiastic,2,Adjective
46445,taboo,2,Adjective
46446,dionysian,2,Adjective
46447,instinctual,2,Adjective
46448,revolt,2,Adjective
46449,concerted,2,Adjective
46450,gate,2,Adjective
46451,frost-bitten,2,Adjective
46452,grasped,2,Adjective
46453,unacquainted,2,Adjective
46454,fifty-odd,2,Adjective
46455,ankle-deep,2,Adjective
46456,birdlike,2,Adjective
46457,lizzy,2,Adjective
46458,banal,2,Adjective
46459,praisegod,2,Adjective
46460,light-headed,2,Adjective
46461,germinal,2,Adjective
46462,dialectic,2,Adjective
46463,myth,2,Adjective
46464,preconceived,2,Adjective
46465,efficacious,2,Adjective
46466,affect,2,Adjective
46467,blithe,2,Adjective
46468,desultory,2,Adjective
46469,heidenstam,2,Adjective
46470,idolized,2,Adjective
46471,julius,2,Adjective
46472,selma,2,Adjective
46473,self-employed,2,Adjective
46474,holmes,2,Adjective
46475,dorothy,2,Adjective
46476,dwelling,2,Adjective
46477,andean,2,Adjective
46478,mythic,2,Adjective
46479,marxist,2,Adjective
46480,enforceable,2,Adjective
46481,walter,2,Adjective
46482,anti-american,2,Adjective
46483,capitalistic,2,Adjective
46484,traitorous,2,Adjective
46485,non-jew,2,Adjective
46486,wonder,2,Adjective
46487,coal-black,2,Adjective
46488,howard,2,Adjective
46489,recalcitrant,2,Adjective
46490,astounding,2,Adjective
46491,shared,2,Adjective
46492,prima-facie,2,Adjective
46493,coercive,2,Adjective
46494,unknowing,2,Adjective
46495,incest,2,Adjective
46496,lawrence,2,Adjective
46497,bloodless,2,Adjective
46498,character,2,Adjective
46499,darkening,2,Adjective
46500,commonplace,2,Adjective
46501,hyperbolic,2,Adjective
46502,unassisted,2,Adjective
46503,half-conscious,2,Adjective
46504,low-class,2,Adjective
46505,long-established,2,Adjective
46506,lyford,2,Adjective
46507,circumpolar,2,Adjective
46508,four-element,2,Adjective
46509,frothy,2,Adjective
46510,aristotelian,2,Adjective
46511,geocentric,2,Adjective
46512,cellular,2,Adjective
46513,permissible,2,Adjective
46514,inherited,2,Adjective
46515,disparate,2,Adjective
46516,germantown,2,Adjective
46517,neither,2,Adjective
46518,elegiac,2,Adjective
46519,unfailing,2,Adjective
46520,veil,2,Adjective
46521,parents,2,Adjective
46522,foolproof,2,Adjective
46523,distinguishing,2,Adjective
46524,unbridled,2,Adjective
46525,unseemly,2,Adjective
46526,reminded,2,Adjective
46527,w,2,Adjective
46528,three-fold,2,Adjective
46529,knowledgeable,2,Adjective
46530,one-arm,2,Adjective
46531,baptismal,2,Adjective
46532,vogue,2,Adjective
46533,convent,2,Adjective
46534,multi-year,2,Adjective
46535,turning,2,Adjective
46536,guaranteed,2,Adjective
46537,wind-swept,2,Adjective
46538,day-after-day,2,Adjective
46539,paused,2,Adjective
46540,shann,2,Adjective
46541,adoniram,2,Adjective
46542,childlike,2,Adjective
46543,dublin,2,Adjective
46544,touchy,2,Adjective
46545,seditious,2,Adjective
46546,button,2,Adjective
46547,village,2,Adjective
46548,colloquial,2,Adjective
46549,there'll,2,Adjective
46550,auburn,2,Adjective
46551,goggle-eyed,2,Adjective
46552,nat,2,Adjective
46553,syndicated,2,Adjective
46554,smithsonian,2,Adjective
46555,problem-solving,2,Adjective
46556,self-styled,2,Adjective
46557,insight,2,Adjective
46558,involvement,2,Adjective
46559,idiosyncratic,2,Adjective
46560,awakened,2,Adjective
46561,refreshed,2,Adjective
46562,common-sense,2,Adjective
46563,fantasy,2,Adjective
46564,inferential,2,Adjective
46565,stoic,2,Adjective
46566,alexander,2,Adjective
46567,quiescent,2,Adjective
46568,tammany,2,Adjective
46569,lone,2,Adjective
46570,crimean,2,Adjective
46571,blurred,2,Adjective
46572,humanistic,2,Adjective
46573,mais,2,Adjective
46574,after-school,2,Adjective
46575,newton,2,Adjective
46576,slocum,2,Adjective
46577,flank,2,Adjective
46578,creek,2,Adjective
46579,brownlow,2,Adjective
46580,katie,2,Adjective
46581,fitted,2,Adjective
46582,labored,2,Adjective
46583,vagrant,2,Adjective
46584,davidson,2,Adjective
46585,nogay,2,Adjective
46586,tartary,2,Adjective
46587,quizzical,2,Adjective
46588,eclat,2,Adjective
46589,suvorov,2,Adjective
46590,embodied,2,Adjective
46591,hair,2,Adjective
46592,waving,2,Adjective
46593,siesta,2,Adjective
46594,athenian,2,Adjective
46595,rush,2,Adjective
46596,nine-thirty,2,Adjective
46597,galling,2,Adjective
46598,farfetched,2,Adjective
46599,unenvied,2,Adjective
46600,woodruff,2,Adjective
46601,illusive,2,Adjective
46602,vale,2,Adjective
46603,van,2,Adjective
46604,gorton,2,Adjective
46605,winthrop,2,Adjective
46606,repugnant,2,Adjective
46607,occidental,2,Adjective
46608,degraded,2,Adjective
46609,newt,2,Adjective
46610,pantomimic,2,Adjective
46611,krutch,2,Adjective
46612,puritanical,2,Adjective
46613,forborne,2,Adjective
46614,wide-ranging,2,Adjective
46615,other-directed,2,Adjective
46616,people-oriented,2,Adjective
46617,informational,2,Adjective
46618,hedonistic,2,Adjective
46619,present-time,2,Adjective
46620,heartfelt,2,Adjective
46621,amadee,2,Adjective
46622,interwoven,2,Adjective
46623,florentine,2,Adjective
46624,lew,2,Adjective
46625,lilly,2,Adjective
46626,loose-jointed,2,Adjective
46627,undisclosed,2,Adjective
46628,leeds,2,Adjective
46629,philological,2,Adjective
46630,stevenson,2,Adjective
46631,textual,2,Adjective
46632,ca.,2,Adjective
46633,unchallenged,2,Adjective
46634,intrusive,2,Adjective
46635,red-light,2,Adjective
46636,horatio,2,Adjective
46637,unacknowledged,2,Adjective
46638,sturley,2,Adjective
46639,fulke,2,Adjective
46640,yow,2,Adjective
46641,uppon,2,Adjective
46642,greene,2,Adjective
46643,unprofessional,2,Adjective
46644,israelite,2,Adjective
46645,unproved,2,Adjective
46646,spurious,2,Adjective
46647,vested,2,Adjective
46648,petrified,2,Adjective
46649,unmarked,2,Adjective
46650,tops,2,Adjective
46651,edith,2,Adjective
46652,trastevere,2,Adjective
46653,epicurean,2,Adjective
46654,eighty-five,2,Adjective
46655,poems,2,Adjective
46656,sermon,2,Adjective
46657,blackman,2,Adjective
46658,sadistic,2,Adjective
46659,unblemished,2,Adjective
46660,well-deserved,2,Adjective
46661,inadvertent,2,Adjective
46662,sombre,2,Adjective
46663,acquired,2,Adjective
46664,dogged,2,Adjective
46665,ottoman,2,Adjective
46666,dawning,2,Adjective
46667,tyranny,2,Adjective
46668,centuries-old,2,Adjective
46669,britain,2,Adjective
46670,overdue,2,Adjective
46671,pluralistic,2,Adjective
46672,poetry-and-jazz,2,Adjective
46673,communistic,2,Adjective
46674,pseudo-anthropological,2,Adjective
46675,pseudo-glamorous,2,Adjective
46676,unappeasable,2,Adjective
46677,inflated,2,Adjective
46678,sic,2,Adjective
46679,whitman,2,Adjective
46680,dialect,2,Adjective
46681,pavese,2,Adjective
46682,adaptable,2,Adjective
46683,inventory,2,Adjective
46684,ome,2,Adjective
46685,legislature,2,Adjective
46686,reimburseable,2,Adjective
46687,pose,2,Adjective
46688,ineffective,2,Adjective
46689,problematical,2,Adjective
46690,upgrading,2,Adjective
46691,shore,2,Adjective
46692,division,2,Adjective
46693,exhaustive,2,Adjective
46694,installment,2,Adjective
46695,eighty-fifth,2,Adjective
46696,charged,2,Adjective
46697,bibliographical,2,Adjective
46698,accident,2,Adjective
46699,duly,2,Adjective
46700,ophthalmic,2,Adjective
46701,biophysical,2,Adjective
46702,macropathological,2,Adjective
46703,fast-closing,2,Adjective
46704,diatomic,2,Adjective
46705,atom,2,Adjective
46706,helium-4,2,Adjective
46707,**yl,2,Adjective
46708,nbs,2,Adjective
46709,accrued,2,Adjective
46710,t-34,2,Adjective
46711,weaken,2,Adjective
46712,day,2,Adjective
46713,short-of-war,2,Adjective
46714,remunerative,2,Adjective
46715,divide,2,Adjective
46716,alaska,2,Adjective
46717,low-level,2,Adjective
46718,hot-shot,2,Adjective
46719,battery-powered,2,Adjective
46720,undigested,2,Adjective
46721,alongside,2,Adjective
46722,disrupt,2,Adjective
46723,dwarf,2,Adjective
46724,suppress,2,Adjective
46725,watershed,2,Adjective
46726,searching,2,Adjective
46727,above-mentioned,2,Adjective
46728,20-to-1,2,Adjective
46729,predominant,2,Adjective
46730,amended,2,Adjective
46731,establishment,2,Adjective
46732,et,2,Adjective
46733,freedom,2,Adjective
46734,centennial,2,Adjective
46735,textured,2,Adjective
46736,thermoelectric,2,Adjective
46737,emissary,2,Adjective
46738,intramural,2,Adjective
46739,algol,2,Adjective
46740,undertake,2,Adjective
46741,section,2,Adjective
46742,delegated,2,Adjective
46743,valued,2,Adjective
46744,non-academic,2,Adjective
46745,lengthened,2,Adjective
46746,non-thermal,2,Adjective
46747,3-cm,2,Adjective
46748,1.25-cm,2,Adjective
46749,sinusoidal,2,Adjective
46750,lunar,2,Adjective
46751,chap.,2,Adjective
46752,wave-length,2,Adjective
46753,contour,2,Adjective
46754,briefly,2,Adjective
46755,half-intensity,2,Adjective
46756,8.6-mm,2,Adjective
46757,gaussian,2,Adjective
46758,figure,2,Adjective
46759,dotted,2,Adjective
46760,gibbs,2,Adjective
46761,thermodynamic,2,Adjective
46762,recoverable,2,Adjective
46763,conformational,2,Adjective
46764,dipole,2,Adjective
46765,asymmetric,2,Adjective
46766,isotropic,2,Adjective
46767,trigonal,2,Adjective
46768,packed,2,Adjective
46769,geometrical,2,Adjective
46770,ferromagnetic,2,Adjective
46771,endothermic,2,Adjective
46772,varian,2,Adjective
46773,adsorbed,2,Adjective
46774,hard-surface,2,Adjective
46775,perfume,2,Adjective
46776,colloidal,2,Adjective
46777,hydrophilic,2,Adjective
46778,hydrophobic,2,Adjective
46779,oleophilic,2,Adjective
46780,two-fold,2,Adjective
46781,interrelated,2,Adjective
46782,65-degrees,2,Adjective
46783,pyrex,2,Adjective
46784,uranyl,2,Adjective
46785,orbital,2,Adjective
46786,semi-major,2,Adjective
46787,micrometeoritic,2,Adjective
46788,zero-magnitude,2,Adjective
46789,toxic,2,Adjective
46790,sampling,2,Adjective
46791,q,2,Adjective
46792,logistic,2,Adjective
46793,serological,2,Adjective
46794,heterozygous,2,Adjective
46795,37-degrees-c,2,Adjective
46796,anti-human,2,Adjective
46797,cone-sphere,2,Adjective
46798,2-liter,2,Adjective
46799,ph,2,Adjective
46800,protein,2,Adjective
46801,strip,2,Adjective
46802,spinco,2,Adjective
46803,abo,2,Adjective
46804,bumblebee,2,Adjective
46805,nesting,2,Adjective
46806,villain,2,Adjective
46807,carpenter,2,Adjective
46808,oliver,2,Adjective
46809,physiologic,2,Adjective
46810,nonexistent,2,Adjective
46811,nutrient,2,Adjective
46812,proximal,2,Adjective
46813,nutritive,2,Adjective
46814,thickened,2,Adjective
46815,onset,2,Adjective
46816,epiphyseal-diaphyseal,2,Adjective
46817,iodinated,2,Adjective
46818,mono-,2,Adjective
46819,macromolecular,2,Adjective
46820,de-iodinating,2,Adjective
46821,usp,2,Adjective
46822,congestive,2,Adjective
46823,urinary,2,Adjective
46824,well-developed,2,Adjective
46825,cm.,2,Adjective
46826,basophilic,2,Adjective
46827,hyperemic,2,Adjective
46828,interstitial,2,Adjective
46829,glomerular,2,Adjective
46830,pyknotic,2,Adjective
46831,conjugated,2,Adjective
46832,undiluted,2,Adjective
46833,zeiss,2,Adjective
46834,wtv,2,Adjective
46835,fitc,2,Adjective
46836,thick-walled,2,Adjective
46837,nociceptive,2,Adjective
46838,neocortical-hypothalamic,2,Adjective
46839,cortico-hypothalamic,2,Adjective
46840,cortico-fugal,2,Adjective
46841,somatic,2,Adjective
46842,psychoactive,2,Adjective
46843,excitatory,2,Adjective
46844,neuropsychiatric,2,Adjective
46845,pharmacological,2,Adjective
46846,feeding-pain,2,Adjective
46847,autonomic-somatic,2,Adjective
46848,scalar,2,Adjective
46849,span,2,Adjective
46850,direct-sum,2,Adjective
46851,g,2,Adjective
46852,wavy,2,Adjective
46853,straight-haired,2,Adjective
46854,not-ace,2,Adjective
46855,agree,2,Adjective
46856,marksman,2,Adjective
46857,multi-valued,2,Adjective
46858,parametric,2,Adjective
46859,double-valued,2,Adjective
46860,quadratic,2,Adjective
46861,conic,2,Adjective
46862,bundle,2,Adjective
46863,intractable,2,Adjective
46864,pressing,2,Adjective
46865,modal,2,Adjective
46866,colicky,2,Adjective
46867,bone-weary,2,Adjective
46868,pathogenic,2,Adjective
46869,short-contact,2,Adjective
46870,illegitimate,2,Adjective
46871,regulative,2,Adjective
46872,ghetto,2,Adjective
46873,irsac,2,Adjective
46874,concretistic,2,Adjective
46875,aniseikonic,2,Adjective
46876,tilt,2,Adjective
46877,predicted,2,Adjective
46878,median,2,Adjective
46879,lesson,2,Adjective
46880,paranoid,2,Adjective
46881,communicational,2,Adjective
46882,repetitious,2,Adjective
46883,inflected,2,Adjective
46884,data-processing,2,Adjective
46885,glossary,2,Adjective
46886,i-th,2,Adjective
46887,adverbial,2,Adjective
46888,gerundial,2,Adjective
46889,simplistic,2,Adjective
46890,nonlinguistic,2,Adjective
46891,phonetic,2,Adjective
46892,inverse,2,Adjective
46893,hoijer,2,Adjective
46894,swadesh,2,Adjective
46895,concordant,2,Adjective
46896,mon-khmer,2,Adjective
46897,lexical,2,Adjective
46898,uto-aztecan,2,Adjective
46899,anti-soviet,2,Adjective
46900,istiqlal,2,Adjective
46901,ibrahim,2,Adjective
46902,l'union,2,Adjective
46903,kept,2,Adjective
46904,semi-skilled,2,Adjective
46905,unenthusiastic,2,Adjective
46906,sit,2,Adjective
46907,afford,2,Adjective
46908,bearish,2,Adjective
46909,unflattering,2,Adjective
46910,longer-term,2,Adjective
46911,entry-limiting,2,Adjective
46912,cost-of-living,2,Adjective
46913,cost-raising,2,Adjective
46914,napoleonic,2,Adjective
46915,amoral,2,Adjective
46916,revealing,2,Adjective
46917,mitchell,2,Adjective
46918,54-17,2,Adjective
46919,inapplicable,2,Adjective
46920,contingent-fee,2,Adjective
46921,corporation,2,Adjective
46922,weapon,2,Adjective
46923,duplicate,2,Adjective
46924,cover,2,Adjective
46925,yuba,2,Adjective
46926,feared,2,Adjective
46927,pending,2,Adjective
46928,intergroup,2,Adjective
46929,upper-middle-,2,Adjective
46930,upward-mobile,2,Adjective
46931,vocational-advancement,2,Adjective
46932,upper-class,2,Adjective
46933,double-step,2,Adjective
46934,total-cost,2,Adjective
46935,volumetric,2,Adjective
46936,modesty,2,Adjective
46937,prescriptive,2,Adjective
46938,threadbare,2,Adjective
46939,groundless,2,Adjective
46940,untrue,2,Adjective
46941,dostoevsky,2,Adjective
46942,childishly,2,Adjective
46943,occipital,2,Adjective
46944,third-dimensional,2,Adjective
46945,ascertainable,2,Adjective
46946,juan,2,Adjective
46947,salyer,2,Adjective
46948,search,2,Adjective
46949,perplexing,2,Adjective
46950,flimsy,2,Adjective
46951,dispossessed,2,Adjective
46952,canonized,2,Adjective
46953,eye-undeceiving,2,Adjective
46954,flatness,2,Adjective
46955,sculptural,2,Adjective
46956,wallpaper,2,Adjective
46957,disembodied,2,Adjective
46958,land,2,Adjective
46959,indiscriminate,2,Adjective
